UniqueID,IDname,IDyear,Title,CAname,CAinst1,CAcountry,CAinst2,CAcountry2,Caspecialty,Caquali,AuthorNum,InstitNum,AuthorOvNum,InstitOvNum,SpecialtyNum,JournalName(fullname),JournalLoc,JournalScop,JournalSubscribe,Article,Field,Level,Class,CatQuanti,DataCollect,Began,Completed,StudySitesNum,Setting,Setting.1,Condition_primary,Condition_secondary,SubjMeasure,ObjMeasure,Intervention
196,ChingSM,2013,Complementary alternative medicine use among patients with type 2 diabetes mellitus in the primary care setting: a cross-sectional study in Malaysia,Siew Mooi Ching,Universiti Putra Malaysia,Malaysia,Universiti Putra Malaysia,Malaysia,Family medicine,master (mmed),4,3,1,1,3,BMC Complementary And Alternative Medicine,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",mixed,prevalence,Cross-sectional,"May, 2011",2013,1,"primary health care clinic at salak in sepang,",Clinic,(A) General and unspecified,"(T) Endocrine, metabolic and nutritional",Subjective- self-report,Objective- non-operator-dependence eg. lab analyser,No intervention
197,ChingSM,2016,Long term visit-to-visit variability of systolic blood pressure and cardiovascular disease events in a primary care setting: a 10-year retrospective cohort study,Siew Mooi Ching,Universiti Putra Malaysia,Malaysia,University of Malaya,Malaysia,Family medicine,master (mmed),3,2,0,0,2,Journal of hypertension,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,1998,2007,1,,Clinic,(K) Circulatory,NA,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
198,ChinKY,2017,A review on the performance of osteoporosis self-assessment tool for Asians in determining osteoporosis and fracture risk,Kok Yong Chin,Universiti Kebangsaan Malaysia,Malaysia,,,Pharmacy,phd (non-clinician),1,1,0,0,1,Postgraduate medicine,international - out of asia,General- multidiscplinary,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,diagnostic,Cross-sectional,,2017,,,,(L) Musculoskeletal,NA,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
199,ChinKY,2017,Agreement between calcaneal quantitative ultrasound and osteoporosis self-assessment tool for Asians in identifying individuals at risk of osteoporosis,Kok Yong Chin,Universiti Kebangsaan Malaysia,Malaysia,Universiti Kebangsaan Malaysia,Malaysia,Pharmacy,phd (non-clinician),5,2,0,0,2,Therapeutics And Clinical Risk Management,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,diagnostic,Cross-sectional,"December 1, 2014","November 30, 2015",1,"tertiary university hospital in  cheras,  malaysia.",Kuala Lumpur,(L) Musculoskeletal,NA,Subjective- other's report,Objective- operator dependence,No intervention
200,ChinMC,2017,Prescription of oral short-acting beta 2-agonist for asthma in non-resource poor settings: A national study in Malaysia,May Chien Chin,"Healthcare Statistics Unit, National Clinical Research Centre, Kuala Lumpur,",Malaysia,University of Malaya,Malaysia,Family medicine,"master (non-mmed) eg. mrcp, etc.",3,2,0,0,2,Therapeutics And Clinical Risk Management,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,Secondary (database),quantitative,prognostic,Cross-sectional,2014,2017,1,public and private primary care,Clinic,(R) Respiratory,NA,Subjective- other's report,Objective- operator dependence,No intervention
201,ChinWY,2017,The validity and reliability of the English version of the diabetes distress scale for type 2 diabetes patients in Malaysia,Pauline Siew Mei Lai,University of Malaya,Malaysia,University of Malaya,Malaysia,Family medicine,phd (non-clinician),3,2,0,0,2,BMC family practice,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",qualitative,psychometric study,Cohort,"October, 2014","November, 2014",1,"a government primary care clinic, located within a tertiary hospital in kualalumpur, malaysia,",Clinic,(P) Psychological,"(T) Endocrine, metabolic and nutritional",Subjective- self-report,Objective- non-operator-dependence eg. lab analyser,No intervention
202,ChinZH,2004,"Clinical diagnosis of malaria by medical assistants in Sri Aman, Sarawak - necessary but of limited reliability",Zin Hing Chin,"Divisional Health Officer, Divisional Health Office, 95000 Sri Aman, Sarawak",Malaysia,,,Public health,master (mmed),1,1,0,0,1,Malaysian Journal of Public Health Medicine,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,"September, 2003","December, 2003",4,"lubok antu, batang ai, pantu, sri aman",Clinic,(K) Circulatory,Sarawak,Subjective- other's report,Objective- operator dependence,No intervention
203,Chirk Jenn Ng,2016,The Status of Family Medicine Training Programs in the Asia Pacific,Chirk Jenn Ng,University of Malaya,Malaysia,,,Family medicine,master (mmed),7,1,0,0,1,Family Medicine,international - out of asia,Specific- discpline-specific,,research - original and reviews,Education,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Mar-14,Aug-14,39,,University/college/teaching centre,(A) General and unspecified,NA,Subjective- self-report,,No intervention
204,Cho SH,2018,Anaemia among primary care patients with type 2 diabetes mellitus (T2DM) and chronic kidney disease (CKD): a multicentred cross-sectional study,Dr Hizlinda Tohid,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,master (mmed),8,7,0,0,1,BMJ open,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Oct-15,2018,20 primary care clinics,,Clinic,"(B) Blood, blood forming organs, lymphatics, spleen","(T) Endocrine, metabolic and nutritional",Subjective- self-report,Objective- non-operator-dependence eg. lab analyser,No intervention
205,Chong SA,2012,A Population-based Survey of Mental Disorders in Singapore,Chong SA,"Institute of Mental Health, Singapore",Singapore,,,Psychiatry,phd (clinician),11,5,5,5,1,Annals Academy of Medicine,international - out of asia,General- multidiscplinary,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,,,1,community,,(P) Psychological,NA,,Objective- operator dependence,No intervention
206,ChongMC,2016,"Access to, interest in and attitude toward e-learning for continuous education among Malaysian nurses",Mei Chan Chong,University of Malaya,Malaysia,,,Nursing,phd (non-clinician),6,3,4,2,3,Nurse Education Today,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Education,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,,2016,36,12 government hospitals and 24 community clinics in each of the four main regions ofpeninsular malaysia,Hospital,(P) Psychological,NA,Subjective- self-report,,No intervention
207,ChongMC,2011,What influences malaysian nurses to participate in continuing professional education activities?,Mei Chan Chong,University of Malaya,Malaysia,,,Nursing,md (postgraduate),4,2,2,1,1,Asian nursing research,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Education,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,,2010,36,12 hospitals and 24 health clinics from a sample of 4 ofthe 13 states in peninsular malaysia.,Hospital,(Z) Social problems,NA,Subjective- self-report,,No intervention
208,ChoongYF,2015,Posterior reversible encephalopathy syndrome: Malaysian haemato-oncological paediatric case series,Yi Fong Choong,University of Malaya,Malaysia,,,Paediatric,"master (non-mmed) eg. mrcp, etc.",6,2,1,1,2,Neurology Asia,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,"January, 2011","December, 2013",1,"university malaya medical centre kuala
lumpur, malaysia",Hospital,(N) Neurological,"(B) Blood, blood forming organs, lymphatics, spleen",Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
209,ChoonSE,2014,Malaysian Clinical Practice Guideline for the Management of Psoriasis Vulgaris: Summary of recommendations for management in primary healthcare setting,Siew Eng Choon,"Malaysia Health technology Assessment section, Medical development division, Ministry of Health Malaysia",Malaysia,,,Public health,"master (non-mmed) eg. mrcp, etc.",16,1,0,0,1,Malaysian Family Physician: The Official Journal Of The Academy Of Family Physicians Of Malaysia,local - malaysia,Specific- discpline-specific,1,commentary,Clinical,Opinion,others,diagnostic,Secondary data retrieval,,,,,Hospital,(S) Skin,NA,Subjective- other's report,,No intervention
210,ChooWS,2011,Awareness of diastolic heart failure as a disease entity among Malaysian doctors -- a questionnaire survey from three general hospitals,Wai Sun Choo,"Penang Medical College, Medicine 4, Jalan Sepoy Lines, 10470, Penang,",Malaysia,,,Internal Medicine,"master (non-mmed) eg. mrcp, etc.",4,2,0,0,1,The Medical journal of Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,"July, 2008","October, 2008",3,"hospital   pulau   pinang,   hospital   tuanku   ja’afarseremban   and   hospital   ampuan   najihah   kuala   pil",Hospital,(K) Circulatory,NA,Subjective- self-report,,No intervention
211,ChooWY,2003,Social Support and Burden among Caregivers of Patients with Dementia in Malaysia,Wan Yuen Choo,"Health Research Development Unit,University Malaya Medical Centre50603 Kuala Lumpur",Malaysia,,,Public health,phd (clinician),6,2,1,1,4,Asia-Pacific Journal of Public Health,regional - within asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2003,2003,4,"geriatric and psychiatry outpatient clinics from three government hospitals, one university hospital, one rural healthcentre and alzheimer disease caregivers’ support groups.",Hospital,(P) Psychological,(N) Neurological,Subjective- self-report,,No intervention
212,ChowSY,2017,Recurrent transient visual loss in a middle aged woman,Suet Yin Chow,"Klinik Kesihatan Jinjang,Kuala lumpur,",Malaysia,,,Family medicine,master (mmed),4,3,0,0,2,Malaysian family physician : the official journal of the Academy of Family Physicians of Malaysia,local - malaysia,Specific- discpline-specific,1,case report/series,Clinical,"Primary (include case reports, case series)",others,prognostic,Cross-sectional,,,1,,Hospital,(F) Eye,(N) Neurological,Subjective- other's report,,No intervention
213,ChuaGN,2010,A survey exploring knowledge and perceptions of general practitioners towards the use of generic medicines in the northern state of Malaysia,Mohamed Azmi Hassali,Universiti Sains Malaysia,Malaysia,,,Pharmacy,phd (non-clinician),4,1,1,0,2,Health Policy,international - out of asia,General- multidiscplinary,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prognostic,Cross-sectional,"March 1, 2009","April 30, 2009",325,"gps registered in penang, malaysia(based on private medical practice control department,medical practice division, ministry of health malaysia2007 registry",Clinic,(A) General and unspecified,NA,Subjective- self-report,,No intervention
214,ChuaHN,2012,"Prevalence of melanocortin receptor 4 (MC4R) V103I gene variant and its association with obesity among the Kampar Health Clinic cohort, Perak, Malaysia",Yee-How Say,"Universiti Tunku Abdul Rahman (UTAR), Biomedical Science, Jalan Universiti, Bandar Barat, Kampar, Perak 31900",Malaysia,,,Other biomedicals,phd (non-clinician),3,1,0,0,1,The Medical journal of Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,"October 1, 2010","December 1, 2010",1,"kampar health clinic (klinik   kesihatan   kampar),perak",Clinic,(A) General and unspecified,"(T) Endocrine, metabolic and nutritional",Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
215,ChuaKB,1999,The association of uvulo-palatoglossal junctional ulcers with exanthem subitum: a 10-year paediatric outpatient study,Kaw Bing Chua,University of Malaya,Malaysia,,,Paediatric,"master (non-mmed) eg. mrcp, etc.",1,1,0,0,1,The Medical journal of Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,etiologic,Cohort,"April, 1985","July, 1994",1,"a private paediatric outpatient clinic (chua child clinic) in cheras, kuala lumpur,",Clinic,(D) Digestive,NA,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
216,ChuaKB,2011,A comparative evaluation of dengue diagnostic tests based on single-acute serum samples for laboratory confirmation of acute dengue,Kaw Bing Chua,"National Public Health Laboratory, Ministry of Health, Sungai Buloh, Selangor,",Malaysia,,,Paediatric,"master (non-mmed) eg. mrcp, etc.",9,1,0,0,1,The Malaysian Journal Of Pathology,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Laboratory,"Primary (include case reports, case series)",quantitative,diagnostic test,Cohort,"mid August, 2006","March, 2009",4,"poliklinik seksyen 7, shah alam; poliklinik kelana jaya, petaling jaya; poliklinik sg. buloh; poliklinik jinjang",Clinic,(A) General and unspecified,NA,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
217,ChuaSS,2012,"Pharmaceutical care issues identified by pharmacists in patients with diabetes, hypertension or hyperlipidaemia in primary care settings",Siew Siang Chua,University of Malaya,Malaysia,,,Pharmacy,phd (non-clinician),7,5,0,0,2,BMC health services research,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,Secondary (database),quantitative,prevalence,Secondary data retrieval,"January 1, 2008","June 1, 2008",44,"klang valley,",Clinic,(A) General and unspecified,"(T) Endocrine, metabolic and nutritional",Subjective- self-report,Objective- non-operator-dependence eg. lab analyser,Drug
218,ChuGT,2001,"Utilization of public and private dental services in Sibu, Sarawak: a sociodemographic appraisal and types of treatment received",Geok Theng Chu,"Klinik Pergigian KerajaanJalan Hospital, 96000 SibuSarawak,",Malaysia,,,Public health,"master (non-mmed) eg. mrcp, etc.",2,2,0,0,1,Asia-Pacific Journal Of Public Health,regional - within asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prognostic,Cross-sectional,,,6,"two public and four private clinics in sibu district,sarawak",Clinic,(A) General and unspecified,NA,Subjective- self-report,,No intervention
219,ChuiPL,2015,Quality of Life in CAM and Non-CAM Users among Breast Cancer Patients during Chemotherapy in Malaysia,Ping Lei Chui,University of Malaya,Malaysia,,,Nursing,phd (non-clinician),4,1,0,0,3,PloS one,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,"March, 2012","August, 2013",2,e hospital kuala lumpur (hkl) and the university of malaya medical centre (ummc) outpatient chemotherapy center.,Hospital,(P) Psychological,(X) Female genital system and breast,Subjective- self-report,,No intervention
220,ChungMH,2017,"Role Performance of Community Health Volunteers and Its Associated Factors in Kuching District, Sarawak",Whye Lian Cheah,"Department of Community Medicine and Public Health, Faculty of Medicine and Health Sciences,Universiti Malaysia Sarawak, 94300 Kota Samarahan, Sarawak,",Malaysia,,,Public health,phd (non-clinician),3,1,0,0,1,Journal of environmental and public health,international - out of asia,General- multidiscplinary,1,research - original and reviews,Health services,"Primary (include case reports, case series)",quantitative,prognostic,Cross-sectional,"January, 2016","June, 2016",21,kuching,Community,(A) General and unspecified,NA,Subjective- self-report,,No intervention
221,ChungWW,2014,Effects of a pharmaceutical care model on medication adherence and glycemic control of people with type 2 diabetes,Siew Siang Chua,University of Malaya,Malaysia,,,Pharmacy,phd (non-clinician),4,1,0,0,3,Patient preference and adherence,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,interventional,RCT - Randomized controlled trial,,"July 6, 1905",1,a major teaching hospital in malaysia a,Hospital,(A) General and unspecified,"(T) Endocrine, metabolic and nutritional",Subjective- self-report,Objective- non-operator-dependence eg. lab analyser,Drug
222,ChungWW,2015,The Malaysian Medication Adherence Scale (MALMAS): Concurrent Validity Using a Clinical Measure among People with Type 2 Diabetes in Malaysia,Siew Siang Chua,University of Malaya,Malaysia,,,Pharmacy,phd (non-clinician),4,2,1,1,3,PloS one,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,diagnostic,Cross-sectional,"April, 2013","May,2013",1,diabetes clinic of a majorteaching hospital in malaysia,Clinic,(P) Psychological,"(T) Endocrine, metabolic and nutritional",Subjective- self-report,Objective- non-operator-dependence eg. lab analyser,No intervention
223,ChuoYT,2017,Compliance of Community Pharmacists and Private General Medical Practitioners With Malaysian Laws on Poisons and Sale of Drugs,Yew Ting Chuo,"Pharmacy Enforcement Division, Sarawak State
Health Department, Jalan Diplomatik, Off Jalan Bako, 93050, Sarawak",Malaysia,,,Pharmacy,md (postgraduate),5,4,0,0,6,Therapeutic Innovation & Regulatory Science,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,"January 1, 2012","December 31, 2014",1,sarawak state,Community,(A) General and unspecified,NA,Subjective- other's report,,No intervention
224,CK Tan,1980,Remedial education in specific reading retardation,CK Tan,University of Malaya,malaysia,,,Psychiatry,md (postgraduate),3,2,1,1,2,Medical Journal Malaysia,local - malaysia,General- multidiscplinary,,case report/series,Education,"Primary (include case reports, case series)",quantitative,interventional,Cross-over,1980,1980,1,,Hospital,(P) Psychological,NA,Subjective- other's report,,Psychological or behavioral
225,CL Lee,2019,Pitfalls in diagnosis and management of suspected urinary tract infection in an urban tropical primary care setting,"Assoc. Prof. Sajaratulnisah Othman,",University of Malaya,Malaysia,,,Family medicine,phd (clinician),9,1,1,0,2,Journal of Infection in Developing Countries,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Jul-16,Dec-16,1 public hospital in KL,kuala lumpur,Hospital,(U) Urology,NA,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
226,CL Tay,2018,Clinical and Sociodemographic Predictors of the Quality of Life among Patients with Type 2 Diabetes Mellitus on the East Coast of Peninsular Malaysia,Dr Hizlinda Tohid,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,master (mmed),5,2,0,0,1,The Malaysian journal of medical sciences : MJMS,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Oct-11,Jan-12,1 public hospital in East coast,terengganu,Clinic,(P) Psychological,"(T) Endocrine, metabolic and nutritional",Subjective- self-report,,No intervention
227,CL Teng,2006,Antibiotic prescribing for childhood febrile illness by primary care doctors in Malaysia.,CL Teng,International Medical University,malaysia,,,Family medicine,master (mmed),5,1,0,0,1,Journal of Paediatrics and Child Health,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Health services,"Primary (include case reports, case series)",quantitative,diagnostic,Cross-sectional,2006,2006,3,,Clinic,(A) General and unspecified,NA,Subjective- other's report,,No intervention
228,CL Teng,2007,Notes for the primary care teachers: portolio assessment.,CL Teng,International Medical University,malaysia,,,Family medicine,master (mmed),1,1,0,0,1,Malaysian Family Physician,local - malaysia,General- multidiscplinary,1,commentary,Education,Opinion,Others,,,,,,,,(A) General and unspecified,NA,,,No intervention
229,CL Teng,2012,Clinical knowledge management at the point of care.,CL Teng,International Medical University,malaysia,,,Family medicine,master (mmed),1,1,0,0,1,"International e-Journal of Science, Medicine & Education",local - malaysia,General- multidiscplinary,1,commentary,Education,Opinion,Others,,,,,,,,(P) Psychological,NA,,,No intervention
230,CL Teng,2013,Evidence-based practice in Malaysia: where are we and what more can be done?,CL Teng,International Medical University,malaysia,,,Family medicine,master (mmed),1,1,0,0,1,Malaysian Family Physician,local - malaysia,General- multidiscplinary,1,commentary,Clinical,Opinion,others,diagnostic,Secondary data retrieval,,,,,,(A) General and unspecified,NA,,,No intervention
231,CL Teng,2014,Antibiotic prescribing for upper respiratory tract infections in the Asia-Pacific region: a brief review,CL Teng,International Medical University,malaysia,,,Family medicine,master (mmed),1,1,0,0,1,Malaysian Family Physician,local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,Secondary (review),others,diagnostic,Secondary data retrieval,,,,,,(A) General and unspecified,(R) Respiratory,,,No intervention
232,CL Teng,2004,General and URTI-specific antibiotic prescription rates in a Malaysian primary care setting.,FI Achike,International Medical University,malaysia,,,Family medicine,not stated,7,2,0,0,2,International Journal of Antimicrobial Agents,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,diagnostic,Cross-sectional,2006,2006,1,negeri sembilan,clinic,(A) General and unspecified,(R) Respiratory,Subjective- self-report,Objective- operator dependence,No intervention
233,CL Teng,2006,Modifying antibiotic prescribing: the effectiveness of academic detailing plus information leaflet in a Malaysian primary care setting.,CL Teng,International Medical University,malaysia,,,Family medicine,master (mmed),15,3,0,0,4,Medical Journal Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Education,"Primary (include case reports, case series)",quantitative,interventional,Cross-over,2006,2006,9,negeri sembilan,Clinic,(A) General and unspecified,NA,Subjective- self-report,Objective- operator dependence,Psychological or behavioral
234,CL Teng,2003,Upper respiratory tract infections: to what extent is the management evidence-based?,CL Teng,International Medical University,malaysia,,,Family medicine,master (mmed),6,4,0,0,4,Medical Journal Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,diagnostic,Secondary data retrieval,2000,2000,1,negeri sembilan,clinic,(A) General and unspecified,(R) Respiratory,,Objective- operator dependence,No intervention
235,CL Teng,2001,The management of upper respiratory tract infections,CL Teng,International Medical University,malaysia,,,Family medicine,master (mmed),6,4,0,0,4,Medical Journal Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Education,Opinion,others,diagnostic,Secondary data retrieval,,,,,,(R) Respiratory,NA,,,No intervention
236,CL Teng,2003,Morbidity and Process of Care in Urban Malaysian General Practice: The Impact of Payment System,CL Teng,International Medical University,malaysia,,,Family medicine,master (mmed),5,3,0,0,3,Medical Journal Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Health services,"Primary (include case reports, case series)",quantitative,diagnostic,Cross-sectional,1999,1999,115,"perak, penang, kuala lumpur",clinic,(A) General and unspecified,NA,Subjective- self-report,Objective- operator dependence,No intervention
237,CL Teng,2008,Dietary supplements: usage and opinions among health sciences students. Dietary supplements: usage and opinions among health sciences students.,CL Teng,International Medical University,malaysia,,,Family medicine,master (mmed),8,4,0,0,4,"International e-Journal of Science, Medicine & Education",local - malaysia,General- multidiscplinary,1,commentary,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2008,2008,1,kuala lumpur,University,"(T) Endocrine, metabolic and nutritional",NA,Subjective- self-report,,No intervention
238,CL Teng,2011,Antibiotics for URTI and UTI -- prescribing in Malaysian primary care settings.,CL Teng,International Medical University,malaysia,,,Family medicine,master (mmed),8,4,0,0,4,Australian family physician,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Health services,"Primary (include case reports, case series)",quantitative,diagnostic,Cross-sectional,2011,2011,214,,Clinic,(A) General and unspecified,(R) Respiratory,Subjective- self-report,,No intervention
239,Clare.A.,1992,A triaxial classification of health problems presenting in primary health care: A World Health Organization multi-centre study,A.Clare,"St. Patrick's Hospital, Dublin",Ireland,,,Family medicine,"master (non-mmed) eg. mrcp, etc.",3,2,2,2,2,Social Psychiatry and Psychiatric Epidemiology: The International Journal for Research in Social and Genetic Epidemiology and Mental Health Services,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,,,7,"brazil,canada,columbia,malaysia,thailand,usa,zambia",Community,(A) General and unspecified,NA,Subjective- other's report,,No intervention
240,CM Tan,1990,Academic Standards and Changing Patterns of Medical School Admissions: A Malaysian Study,CM Tan,University of Malaya,malaysia,,,Psychiatry,not stated,1,1,0,0,1,Medical Education,international - out of asia,General- multidiscplinary,1,research - original and reviews,Education,Secondary (review),others,psychometric study,Secondary data retrieval,,,,,,(A) General and unspecified,NA,,,No intervention
241,Colombini M,2012,An integrated health sector response to violence against women in Malaysia: lessons for supporting scale up,Manuela Colombini,"Department of Global Health and Development, London School of Hygieneand Tropical Medicine, London,",UK,,,Public health,phd (non-clinician),5,2,3,1,3,BMC Public Health,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",qualitative,psychometric study,Cross-sectional,"January, 2007","April, 2007",7,"two northern states, covering 2 tertiary hospitals and 5 secondary and district hospitals. (malaysia)",Hospital,(P) Psychological,(Z) Social problems,Subjective- self-report,,No intervention
242,Connolly SJ,2018,"Rivaroxaban with or without aspirin in patients with stable coronary artery disease: an international, randomised, double-blind, placebo-controlled trial","Stuart J Connolly,","Population Health Research Institute, Hamilton, ON L8L 0A6, Canada",Canada,,,Internal Medicine,"master (non-mmed) eg. mrcp, etc.",31,27,31,27,17,"Lancet (London, England)",international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,RCT - Randomized controlled trial,"March, 2013","May, 2016",602,602  centres  in  33  countries.,Hospital,(K) Circulatory,NA,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,Drug
243,CPL Tan,2005,The Use of OSCE (Objective Structured Clinical Examination) as an Assessment Tool--Initial Experiences at the University of Malaya,CPL Tan,University of Malaya,malaysia,,,Family medicine,not stated,2,1,0,0,1,Medical Journal Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Education,Secondary (review),others,psychometric study,Secondary data retrieval,,,,,,(A) General and unspecified,NA,,,No intervention
244,CSY Tan,2018,INR Control of Patients With Mechanical Heart Valve on Long-Term Warfarin Therapy,CSY Tan,"Department of Pharmacy, Sarawak General Hospital, Kuching, Sarawak, Ministry of Health, Malaysia",malaysia,"Clinical Research Centre, Sarawak General Hospital, Kuching, Sarawak, Ministry of Health, Malaysia.",Malaysia,Pharmacy,not stated,4,2,0,0,3,Global Heart,international - out of asia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,diagnostic,Cohort,2015,2015,1,,Clinic,(K) Circulatory,NA,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
245,CW Tay,2016,Association of Eating Behavior With Nutritional Status and Body Composition in Primary School-Aged Children,YS Chin,Universiti Putra Malaysia,malaysia,Universiti Putra Malaysia,Malaysia,Other biomedicals,phd (non-clinician),6,3,1,0,3,Asia Pacific Journal of Public Health,regional - within asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2016,2016,6,,multi schools in 6 region,(P) Psychological,"(T) Endocrine, metabolic and nutritional",Subjective- self-report,Objective- operator dependence,No intervention
246,CY Ting,2017,Compliance of Community Pharmacists and Private General Medical Practitioners With Malaysian Laws on Poisons and Sale of Drugs.,CY Ting,"Institute of Borneo Studies, Universiti Malaysia Sarawak, Kota Samarahan, Sarawak, Malaysia",malaysia,"Sarawak State Health Department, Pharmacy Enforcement Division, Jalan Diplomatik, Off Jalan Bako, Sarawak, 93050, Malaysia",Malaysia,Pharmacy,bachelor,5,2,0,0,2,Therapeutic Innovation & Regulatory Science,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Secondary data retrieval,2012,2014,1,community,Sarawak state Pharmaceutical Enforcement Division (PED),(A) General and unspecified,NA,,,No intervention
247,CY Ting,2018,Effectiveness and sustainability of a structured group-based educational program (MEDIHEALTH) in improving medication adherence among Malay patients with underlying type 2 diabetes mellitus in Sarawak State of Malaysia: study protocol of a randomized controlled trial.,SAZ Adruce,"Institute of Borneo Studies, Universiti Malaysia Sarawak, Kota Samarahan, Sarawak, Malaysia",malaysia,,,,not stated,9,9,1,1,9,BMC Trials,international - out of asia,General- multidiscplinary,1,research protocol,Education,"Primary (include case reports, case series)",quantitative,interventional,RCT - Randomized controlled trial,2017,2017,2,clinic,Sarawak,(P) Psychological,"(T) Endocrine, metabolic and nutritional",Subjective- self-report,,Psychological or behavioral
